address,postcode,property_type,bedrooms,tenure,last_sold_date,last_sold_price
"10, Tanyard Drive, Heald Green, Cheadle Detached Freehold Previous tr",SK8 3TE,Detached,,Freehold,11 Dec 2024,559995
"4, Platt Street, Cheadle 11 Terraced 2 Freehold Previo",SK8 2AY,Terraced,2.0,Freehold,11 Dec 2024,254000
"28, Hulme Hall Road, Cheadle Hulme, Cheadle 15 Semi-Detached 3 Leasehold",SK8 6JT,Detached,3.0,Leasehold,11 Dec 2024,382500
"35, Turves Road, Cheadle Hulme, Cheadle 17 Semi-Detached 3 Leasehold",SK8 6AA,Detached,3.0,Leasehold,11 Dec 2024,360774
"20, Eskdale, Gatley, Cheadle 15 Semi-Detached 3 Freehold P",SK8 4QN,Detached,3.0,Freehold,10 Dec 2024,330000
"1, Hay Croft, Cheadle Hulme, Cheadle 13 Semi-Detached 3 Freehold P",SK8 6RY,Detached,3.0,Freehold,10 Dec 2024,290000
"42, Dundonald Road, Cheadle Hulme, Cheadle 13 Semi-Detached 3 Freehold P",SK8 6LL,Detached,3.0,Freehold,10 Dec 2024,278000
"18, Lincoln Avenue, Heald Green, Cheadle 19 Detached 4 Leasehold Previ",SK8 3LJ,Detached,4.0,Leasehold,10 Dec 2024,550000
"50, Barnes Way, Cheadle 19 Terraced 3 Freehold Previo",SK8 2GH,Terraced,3.0,Freehold,6 Dec 2024,370000
"75, Bird Hall Road, Cheadle Hulme, Cheadle 11 Semi-Detached 3 Leasehold",SK8 5QE,Detached,3.0,Leasehold,6 Dec 2024,222000
"11, Dryden Avenue, Cheadle 15 Semi-Detached 3 Freehold P",SK8 2AW,Detached,3.0,Freehold,6 Dec 2024,295000
"6, Sandringham Road, Cheadle Hulme, Cheadle 13 Terraced 2 Freehold Previo",SK8 5NH,Terraced,2.0,Freehold,6 Dec 2024,293000
"89, Adshall Road, Cheadle 25 Semi-Detached 2 Freehold P",SK8 2JN,Detached,2.0,Freehold,6 Dec 2024,213000
"43, Pennington Gardens, Cheadle 16 Terraced 3 Freehold Previo",SK8 2GN,Terraced,3.0,Freehold,6 Dec 2024,425000
"8, Tanyard Drive, Heald Green, Cheadle Detached Freehold Previous tr",SK8 3TE,Detached,,Freehold,6 Dec 2024,504995
"97, Nursery Road, Cheadle Hulme, Cheadle 15 Semi-Detached 3 Leasehold",SK8 6HN,Detached,3.0,Leasehold,5 Dec 2024,352500
"20, Avon Road, Heald Green, Cheadle 11 Semi-Detached 2 Leasehold",SK8 3LS,Detached,2.0,Leasehold,4 Dec 2024,270000
"106, Baslow Drive, Heald Green, Cheadle 20 Terraced 3 Leasehold Previ",SK8 3HP,Terraced,3.0,Leasehold,4 Dec 2024,277500
"73, Avon Road, Heald Green, Cheadle 14 Terraced 2 Freehold Previo",SK8 3LS,Terraced,2.0,Freehold,3 Dec 2024,247000
"25, Rossendale Road, Heald Green, Cheadle 15 Terraced 4 Freehold Previo",SK8 3HE,Terraced,4.0,Freehold,3 Dec 2024,435000
"238, Councillor Lane, Cheadle 11 Detached 2 Leasehold Previ",SK8 2JG,Detached,2.0,Leasehold,3 Dec 2024,384044
"238, Councillor Lane, Cheadle 11 Detached 2 Leasehold Previ",SK8 2JG,Detached,2.0,Leasehold,3 Dec 2024,265000
"63, Eastleigh Road, Heald Green, Cheadle 28 Terraced 3 Leasehold Previ",SK8 3EJ,Terraced,3.0,Leasehold,2 Dec 2024,280000
"2, Hay Croft, Cheadle Hulme, Cheadle 18 Semi-Detached 3 Freehold P",SK8 6RY,Detached,3.0,Freehold,2 Dec 2024,315000
"27, Athlone Avenue, Cheadle Hulme, Cheadle 2 Semi-Detached 3 Freehold Pr",SK8 5QP,Detached,3.0,Freehold,2 Dec 2024,225000
"7, Newboult Road, Cheadle 11 Terraced 2 Freehold Previo",SK8 2AH,Terraced,2.0,Freehold,29 Nov 2024,278000
"220, Kingsway, Gatley, Cheadle 31 Detached 3 Freehold Previo",SK8 4PB,Detached,3.0,Freehold,29 Nov 2024,595000
"22, Wilton Avenue, Heald Green, Cheadle 12 Semi-Detached 2 Leasehold",SK8 3LY,Detached,2.0,Leasehold,29 Nov 2024,248000
"10, Priest Avenue, Gatley, Cheadle 15 Detached 4 Freehold Previo",SK8 4JW,Detached,4.0,Freehold,29 Nov 2024,599000
"5, Fylde Avenue, Heald Green, Cheadle 10 Semi-Detached 2 Freehold P",SK8 3HL,Detached,2.0,Freehold,29 Nov 2024,276000
"8, Arrowsmith Drive, Heald Green, Cheadle Semi-Detached Freehold Previo",SK8 3XD,Detached,,Freehold,29 Nov 2024,394995
"6, Tanyard Drive, Heald Green, Cheadle Detached Freehold Previous tr",SK8 3TE,Detached,,Freehold,29 Nov 2024,509995
"14, Turnpike Crescent, Heald Green, Cheadle Semi-Detached Freehold Previo",SK8 3XG,Detached,,Freehold,29 Nov 2024,409995
"1, Bowness Avenue, Cheadle Hulme, Cheadle 18 Detached 4 Freehold Previo",SK8 7HS,Detached,4.0,Freehold,28 Nov 2024,606000
"85, Beech Avenue, Gatley, Cheadle 16 Semi-Detached 3 Freehold P",SK8 4LT,Detached,3.0,Freehold,28 Nov 2024,355000
"12, Midway, Cheadle Hulme, Cheadle 12 Detached 3 Leasehold Previ",SK8 7PH,Detached,3.0,Leasehold,28 Nov 2024,463000
"4, Laurieston Court, Chadvil Road, Cheadle 9 Flat 2 Leasehold Previous t",SK8 1PL,Flat,2.0,Leasehold,28 Nov 2024,163000
"81, Bolshaw Road, Heald Green, Cheadle 15 Semi-Detached 3 Leasehold",SK8 3PD,Detached,3.0,Leasehold,28 Nov 2024,380000
"29, Cambridge Road, Gatley, Cheadle 13 Semi-Detached 3 Freehold P",SK8 4AE,Detached,3.0,Freehold,28 Nov 2024,315000
"27, Milton Crescent, Cheadle 27 Semi-Detached 4 Freehold P",SK8 1NT,Detached,4.0,Freehold,27 Nov 2024,612096
"44, 107 Smithy Croft, Finney Lane, Heald Green, Cheadle 11 Flat 2 Leasehold Previous",SK8 3PT,Flat,2.0,Leasehold,27 Nov 2024,232500
"13, Moorland Drive, Cheadle Hulme, Cheadle Detached Freehold Previous tr",SK8 6HY,Detached,,Freehold,27 Nov 2024,450000
"84, Willow Avenue, Cheadle Hulme, Cheadle 9 Terraced 1 Leasehold Previo",SK8 6AX,Terraced,1.0,Leasehold,26 Nov 2024,177500
"18, Shiredale Close, Cheadle Hulme, Cheadle 10 Detached 4 Freehold Previo",SK8 5RY,Detached,4.0,Freehold,26 Nov 2024,420000
"10, Pownall Road, Cheadle Hulme, Cheadle 15 Terraced 3 Freehold Previo",SK8 5AZ,Detached,3.0,Freehold,25 Nov 2024,384044
"10, Pownall Road, Cheadle Hulme, Cheadle 15 Terraced 3 Freehold Previo",SK8 5AZ,Detached,3.0,Freehold,25 Nov 2024,382500
"4, Ack Lane West, Cheadle Hulme, Cheadle 28 Terraced 4 Freehold Previo",SK8 7EL,Terraced,4.0,Freehold,25 Nov 2024,264500
"26, Gatley Road, Cheadle 16 Detached 5 Freehold Previo",SK8 1QE,Detached,5.0,Freehold,25 Nov 2024,557500
"12, Hurley Drive, Cheadle Hulme, Cheadle 10 Terraced 3 Freehold Previo",SK8 6DH,Terraced,3.0,Freehold,22 Nov 2024,275000
"9, Norbreck Avenue, Cheadle 9 Terraced 1 Leasehold Previo",SK8 2ET,Terraced,1.0,Leasehold,22 Nov 2024,193000
"10, Princess Avenue, Cheadle Hulme, Cheadle 13 Semi-Detached 3 Freehold P",SK8 5ND,Detached,3.0,Freehold,22 Nov 2024,430000
"5, Greenbank Avenue, Gatley, Cheadle 29 Semi-Detached 3 Leasehold",SK8 4HN,Detached,3.0,Leasehold,22 Nov 2024,412500
"19, Glastonbury Avenue, Cheadle Hulme, Cheadle 16 Semi-Detached 3 Freehold P",SK8 7PS,Detached,3.0,Freehold,22 Nov 2024,435000
"4, Cromer Road, Cheadle 13 Terraced 2 Freehold Previo",SK8 2AX,Terraced,2.0,Freehold,22 Nov 2024,283000
"34, Cross Road, Heald Green, Cheadle 12 Terraced 3 Freehold Previo",SK8 3LW,Terraced,3.0,Freehold,22 Nov 2024,252700
"16, Cranston Grove, Gatley, Cheadle 29 Detached 4 Freehold Previo",SK8 4HS,Detached,4.0,Freehold,22 Nov 2024,560000
"16, Marrick Avenue, Cheadle 13 Detached 4 Freehold Previo",SK8 1QQ,Detached,4.0,Freehold,22 Nov 2024,485000
"35, Norbreck Avenue, Cheadle 12 Terraced 2 Leasehold Previ",SK8 2ET,Terraced,2.0,Leasehold,22 Nov 2024,215000
"4, Briarwood Chase, Cheadle Hulme, Cheadle 6 Flat 2 Leasehold Previous t",SK8 7BZ,Flat,2.0,Leasehold,22 Nov 2024,210000
"19, Grasmere Road, Gatley, Cheadle 13 Detached 2 Freehold Previo",SK8 4RG,Detached,2.0,Freehold,21 Nov 2024,305000
"30, Sunningdale Road, Cheadle Hulme, Cheadle 15 Terraced 3 Freehold Previo",SK8 6PB,Terraced,3.0,Freehold,18 Nov 2024,378000
"7, Bishops Close, Cheadle 14 Terraced 2 Freehold Previo",SK8 2JT,Terraced,2.0,Freehold,15 Nov 2024,210000
"8, Tenby Drive, Cheadle Hulme, Cheadle 13 Semi-Detached 3 Freehold P",SK8 7BR,Detached,3.0,Freehold,15 Nov 2024,420000
"2, Warren Avenue, Cheadle 21 Detached 3 Freehold Previo",SK8 1ND,Detached,3.0,Freehold,15 Nov 2024,475000
"12, Outwood Drive, Heald Green, Cheadle 31 Semi-Detached 3 Freehold P",SK8 3QQ,Detached,3.0,Freehold,15 Nov 2024,436000
"6, Bridgend Close, Cheadle Hulme, Cheadle 28 Detached 3 Freehold Previo",SK8 5RP,Detached,3.0,Freehold,15 Nov 2024,481000
"13, Victoria Avenue, Cheadle Hulme, Cheadle 21 Semi-Detached 6 Freehold P",SK8 5DJ,Detached,6.0,Freehold,15 Nov 2024,915000
"26, Larchwood, The Crescent, Cheadle 12 Flat 1 Leasehold Previous",SK8 1PS,Flat,1.0,Leasehold,15 Nov 2024,110000
"3, Dorset Avenue, Cheadle Hulme, Cheadle 13 Semi-Detached 3 Leasehold",SK8 5QR,Detached,3.0,Leasehold,13 Nov 2024,250000
"20, Adswood Road, Cheadle Hulme, Cheadle 20 Detached 2 Freehold Previo",SK8 5QA,Detached,2.0,Freehold,13 Nov 2024,330000
"11, 119 Regency Court, Cheadle Road, Cheadle Hulme, Cheadle 15 Flat 2 Leasehold Previous",SK8 5DQ,Detached,2.0,Leasehold,13 Nov 2024,384044
"11, 119 Regency Court, Cheadle Road, Cheadle Hulme, Cheadle 15 Flat 2 Leasehold Previous",SK8 5DQ,Detached,2.0,Leasehold,13 Nov 2024,206000
"1, Aldersgate Road, Cheadle Hulme, Cheadle 14 Detached 2 Leasehold Previ",SK8 7PJ,Detached,2.0,Leasehold,11 Nov 2024,475000
"34, New Hey Road, Cheadle 15 Semi-Detached 2 Freehold P",SK8 2AQ,Detached,2.0,Freehold,11 Nov 2024,292000
"6, Roche Gardens, Cheadle Hulme, Cheadle 15 Semi-Detached 4 Freehold P",SK8 7QT,Detached,4.0,Freehold,8 Nov 2024,394500
"17, St Anns Road North, Heald Green, Cheadle 25 Detached 4 Freehold Previo",SK8 3SE,Detached,4.0,Freehold,8 Nov 2024,545000
"8, Easby Close, Cheadle Hulme, Cheadle 22 Detached 4 Freehold Previo",SK8 7QR,Detached,4.0,Freehold,8 Nov 2024,695000
"4, Vale Crescent, Cheadle Hulme, Cheadle 16 Detached 3 Freehold Previo",SK8 6AG,Detached,3.0,Freehold,8 Nov 2024,575000
"5, Weston Drive, Cheadle Hulme, Cheadle 12 Semi-Detached 3 Freehold P",SK8 5RA,Detached,3.0,Freehold,8 Nov 2024,233000
"18, Oak Gardens, Gatley, Cheadle 16 Semi-Detached 3 Freehold P",SK8 4AX,Detached,3.0,Freehold,7 Nov 2024,410000
"13, Vicarage Avenue, Cheadle Hulme, Cheadle 16 Semi-Detached 3 Freehold P",SK8 7JW,Detached,3.0,Freehold,7 Nov 2024,440000
"1, Greenhythe Road, Heald Green, Cheadle 14 Detached 2 Freehold Previo",SK8 3NS,Detached,2.0,Freehold,7 Nov 2024,295000
"30, Conway Road, Cheadle Hulme, Cheadle 39 Terraced 3 Leasehold Previ",SK8 6DB,Terraced,3.0,Leasehold,7 Nov 2024,350000
"57, Radnormere Drive, Cheadle Hulme, Cheadle 9 Semi-Detached 3 Freehold Pr",SK8 5JS,Detached,3.0,Freehold,7 Nov 2024,345000
"8, Freshfield, Heald Green, Cheadle 11 Semi-Detached 3 Leasehold",SK8 3EH,Detached,3.0,Leasehold,6 Nov 2024,305000
"16, Fernlea, Heald Green, Cheadle 18 Semi-Detached 3 Freehold P",SK8 3RB,Detached,3.0,Freehold,5 Nov 2024,320000
"16, Turnpike Crescent, Heald Green, Cheadle Semi-Detached Freehold Previo",SK8 3XG,Detached,,Freehold,5 Nov 2024,409995
"15, St Anns Road North, Heald Green, Cheadle 15 Detached 4 Freehold Previo",SK8 3SE,Detached,4.0,Freehold,4 Nov 2024,470000
"37, Hawthorn Road, Gatley, Cheadle 18 Semi-Detached 3 Freehold P",SK8 4NB,Detached,3.0,Freehold,1 Nov 2024,381000
"9, Lansdown Close, Cheadle Hulme, Cheadle 11 Detached 3 Freehold Previo",SK8 7HF,Detached,3.0,Freehold,1 Nov 2024,770000
"23, Waltham Drive, Cheadle Hulme, Cheadle 14 Detached 3 Freehold Previo",SK8 7QW,Detached,3.0,Freehold,1 Nov 2024,495000
"12, 6 Oak Meadows, Warren Road, Cheadle Hulme, Cheadle 10 Flat 1 Leasehold Previous",SK8 5AA,Flat,1.0,Leasehold,1 Nov 2024,193000
"110, Boundary Road, Cheadle 18 Semi-Detached 3 Leasehold",SK8 2EP,Detached,3.0,Leasehold,1 Nov 2024,325000
"41, Rowan Drive, Cheadle Hulme, Cheadle 13 Detached 3 Freehold Previo",SK8 7DU,Detached,3.0,Freehold,1 Nov 2024,500000
"20, New Hall Avenue, Heald Green, Cheadle 24 Semi-Detached 4 Leasehold",SK8 3LQ,Detached,4.0,Leasehold,31 Oct 2024,542500
"1, St Ives Avenue, Cheadle 15 Semi-Detached 4 Freehold P",SK8 2HG,Detached,4.0,Freehold,31 Oct 2024,360000
"47, Woodfield Road, Cheadle Hulme, Cheadle 10 Detached 3 Leasehold Previ",SK8 7JT,Detached,3.0,Leasehold,31 Oct 2024,384044
"47, Woodfield Road, Cheadle Hulme, Cheadle 10 Detached 3 Leasehold Previ",SK8 7JT,Detached,3.0,Leasehold,31 Oct 2024,465000
"10, Langdale Close, Gatley, Cheadle 21 Detached 3 Freehold Previo",SK8 4QW,Detached,3.0,Freehold,31 Oct 2024,460100
"15, Troutbeck Road, Gatley, Cheadle 14 Detached 3 Freehold Previo",SK8 4RP,Detached,3.0,Freehold,31 Oct 2024,305000
"5, Dickens Close, Cheadle Hulme, Cheadle 15 Detached 3 Freehold Previo",SK8 7PP,Detached,3.0,Freehold,30 Oct 2024,455000
"17, Granville Road, Cheadle Hulme, Cheadle 17 Semi-Detached 3 Leasehold",SK8 5QL,Detached,3.0,Leasehold,30 Oct 2024,303750
"19, Donnington Avenue, Cheadle 16 Semi-Detached 3 Freehold P",SK8 2DL,Detached,3.0,Freehold,30 Oct 2024,342500
"13, Dunmore Road, Gatley, Cheadle 17 Semi-Detached 3 Freehold P",SK8 4AH,Detached,3.0,Freehold,30 Oct 2024,285000
"137, Acre Lane, Cheadle Hulme, Cheadle 12 Detached 4 Freehold Previo",SK8 7PB,Detached,4.0,Freehold,29 Oct 2024,590000
"110, Heathbank Road, Cheadle Hulme, Cheadle 18 Semi-Detached 3 Freehold P",SK8 6HX,Detached,3.0,Freehold,29 Oct 2024,587000
"5, Bath Crescent, Cheadle Hulme, Cheadle 17 Semi-Detached 3 Freehold P",SK8 7QU,Detached,3.0,Freehold,28 Oct 2024,395000
"2, Thornfield Houses, Cheadle Road, Cheadle Hulme, Cheadle 14 Flat 2 Leasehold Previous",SK8 6BA,Flat,2.0,Leasehold,28 Oct 2024,185000
"10, Manchester Road, Cheadle 15 Terraced 2 Freehold Previo",SK8 2NP,Terraced,2.0,Freehold,28 Oct 2024,387500
"102, Gillbent Road, Cheadle Hulme, Cheadle 28 Semi-Detached 4 Freehold P",SK8 6NG,Detached,4.0,Freehold,28 Oct 2024,445000
"6, Shirley Avenue, Heald Green, Cheadle 8 Detached 2 Freehold Previou",SK8 3NT,Detached,2.0,Freehold,28 Oct 2024,300000
"6, Arrowsmith Drive, Heald Green, Cheadle Semi-Detached Freehold Previo",SK8 3XD,Detached,,Freehold,28 Oct 2024,389995
"36, 30 Cheadle House, Mary Street, Cheadle Flat Leasehold Previous trans",SK8 1AH,Flat,,Leasehold,25 Oct 2024,190000
"9, Motcombe Grove, Heald Green, Cheadle 15 Terraced 3 Leasehold Previ",SK8 3TL,Terraced,3.0,Leasehold,25 Oct 2024,410000
"5, Thorn Grove, Cheadle Hulme, Cheadle Semi-Detached Leasehold Previ",SK8 7LB,Detached,,Leasehold,25 Oct 2024,125000
"57, Crantock Drive, Heald Green, Cheadle 13 Semi-Detached 3 Leasehold",SK8 3EX,Detached,3.0,Leasehold,25 Oct 2024,342500
"20, St Austell Drive, Heald Green, Cheadle 24 Semi-Detached 3 Leasehold",SK8 3EG,Detached,3.0,Leasehold,25 Oct 2024,357000
"9, High Bent Avenue, Cheadle Hulme, Cheadle 9 Semi-Detached 3 Freehold Pr",SK8 7LU,Detached,3.0,Freehold,25 Oct 2024,355000
"51, Avon Road, Heald Green, Cheadle 15 Terraced 3 Freehold Previo",SK8 3LS,Terraced,3.0,Freehold,25 Oct 2024,263000
"52, Blenheim Road, Cheadle Hulme, Cheadle 13 Detached 3 Leasehold Previ",SK8 7AX,Detached,3.0,Leasehold,25 Oct 2024,357500
"9, 35 Moseley Court, Moseley Road, Cheadle Hulme, Cheadle Flat Leasehold Previous trans",SK8 5GA,Flat,,Leasehold,25 Oct 2024,249000
"48, Baslow Drive, Heald Green, Cheadle 15 Terraced 4 Leasehold Previ",SK8 3HP,Terraced,4.0,Leasehold,25 Oct 2024,295000
"34, Cringle Drive, Cheadle 18 Detached 4 Freehold Previo",SK8 1JJ,Detached,4.0,Freehold,25 Oct 2024,384044
"34, Cringle Drive, Cheadle 18 Detached 4 Freehold Previo",SK8 1JJ,Detached,4.0,Freehold,25 Oct 2024,480000
"46, Eastleigh Road, Heald Green, Cheadle 8 Semi-Detached 2 Leasehold P",SK8 3EJ,Detached,2.0,Leasehold,25 Oct 2024,285000
"19, Hazel Road, Cheadle Hulme, Cheadle 11 Detached 3 Leasehold Previ",SK8 7BN,Detached,3.0,Leasehold,24 Oct 2024,350000
"4, Tideswell Close, Heald Green, Cheadle 32 Semi-Detached 4 Freehold P",SK8 3BP,Detached,4.0,Freehold,24 Oct 2024,465000
"23, 6 Larchwood, The Crescent, Cheadle 7 Flat 1 Leasehold Previous t",SK8 1PS,Flat,1.0,Leasehold,24 Oct 2024,120000
"3, 66, Hulme Hall Road, Cheadle Hulme, Cheadle 19 Flat 2 Leasehold Previous",SK8 6JZ,Flat,2.0,Leasehold,24 Oct 2024,285000
"73, Borrowdale Avenue, Gatley, Cheadle Semi-Detached Freehold Previo",SK8 4QQ,Detached,,Freehold,24 Oct 2024,360000
"23, Bolton Avenue, Cheadle Hulme, Cheadle 15 Semi-Detached 3 Freehold P",SK8 7QS,Detached,3.0,Freehold,23 Oct 2024,357000
"3, Easby Close, Cheadle Hulme, Cheadle 20 Detached 4 Freehold Previo",SK8 7QR,Detached,4.0,Freehold,23 Oct 2024,520000
"17, Birchdale Avenue, Heald Green, Cheadle 9 Semi-Detached 2 Freehold Pr",SK8 3SS,Detached,2.0,Freehold,22 Oct 2024,285000
"184, Kingsway, Gatley, Cheadle 15 Detached 4 Freehold Previo",SK8 4NT,Detached,4.0,Freehold,21 Oct 2024,490000
"5, Carnforth Road, Cheadle Hulme, Cheadle 14 Terraced 2 Leasehold Previ",SK8 5QD,Terraced,2.0,Leasehold,21 Oct 2024,215000
"88, New Hey Road, Cheadle 12 Semi-Detached 3 Freehold P",SK8 2AQ,Detached,3.0,Freehold,18 Oct 2024,260000
"18, Minster Drive, Cheadle 10 Terraced 2 Freehold Previo",SK8 2JL,Terraced,2.0,Freehold,18 Oct 2024,200000
"29, Arrowsmith Drive, Heald Green, Cheadle Detached Freehold Previous tr",SK8 3XD,Detached,,Freehold,18 Oct 2024,632995
"32, Lydney Avenue, Heald Green, Cheadle 15 Terraced 3 Freehold Previo",SK8 3LT,Terraced,3.0,Freehold,17 Oct 2024,261000
"7, Romsey Drive, Cheadle Hulme, Cheadle 12 Semi-Detached 3 Freehold P",SK8 7QB,Detached,3.0,Freehold,17 Oct 2024,320000
"68, Brookfield Road, Cheadle 11 Terraced 3 Freehold Previo",SK8 1ES,Terraced,3.0,Freehold,16 Oct 2024,257500
"6, Beechfield Road, Cheadle Hulme, Cheadle 32 Detached 3 Freehold Previo",SK8 7DS,Detached,3.0,Freehold,15 Oct 2024,750000
"37, Leyland Avenue, Gatley, Cheadle 1 Semi-Detached 3 Freehold Pr",SK8 4AF,Detached,3.0,Freehold,14 Oct 2024,350000
"111, Crossefield Road, Cheadle Hulme, Cheadle 14 Semi-Detached 5 Freehold P",SK8 5PD,Detached,5.0,Freehold,14 Oct 2024,465000
"42, Rossendale Road, Heald Green, Cheadle 10 Semi-Detached 3 Freehold P",SK8 3HF,Detached,3.0,Freehold,11 Oct 2024,306500
"42, Granville Road, Cheadle Hulme, Cheadle 15 Semi-Detached 3 Freehold P",SK8 5QL,Detached,3.0,Freehold,11 Oct 2024,280500
"31, Woodfield Road, Cheadle Hulme, Cheadle 27 Semi-Detached 4 Freehold P",SK8 7JT,Detached,4.0,Freehold,11 Oct 2024,660000
"28, Ernest Street, Cheadle 10 Terraced 2 Leasehold Previ",SK8 1PN,Terraced,2.0,Leasehold,11 Oct 2024,270000
"60, Buckingham Road, Cheadle Hulme, Cheadle 22 Semi-Detached 3 Freehold P",SK8 5NA,Detached,3.0,Freehold,11 Oct 2024,384044
"60, Buckingham Road, Cheadle Hulme, Cheadle 22 Semi-Detached 3 Freehold P",SK8 5NA,Detached,3.0,Freehold,11 Oct 2024,500000
"28, Ernest Street, Cheadle 10 Terraced 2 Leasehold Previ",SK8 1PN,Terraced,2.0,Leasehold,11 Oct 2024,270000
"4, Firgrove Close, Cheadle 20 Terraced 3 Freehold Previo",SK8 1DN,Terraced,3.0,Freehold,11 Oct 2024,390000
"77, Silverdale Road, Gatley, Cheadle Flat 2 Leasehold Previous tra",SK8 4RF,Flat,2.0,Leasehold,11 Oct 2024,130000
"144, Radnormere Drive, Cheadle Hulme, Cheadle 13 Detached 3 Freehold Previo",SK8 5LB,Detached,3.0,Freehold,11 Oct 2024,456000
"9, Ravenoak Park Road, Cheadle Hulme, Cheadle Detached Leasehold Previous t",SK8 7EH,Detached,,Leasehold,11 Oct 2024,600000
"39, Calderbrook Court, Cheadle 8 Flat 2 Leasehold Previous t",SK8 5NX,Flat,2.0,Leasehold,11 Oct 2024,170000
"14, Moseley Grange, Moseley Road, Cheadle Hulme, Cheadle Flat Leasehold Previous trans",SK8 5EZ,Flat,,Leasehold,11 Oct 2024,171500
"24, Cranston Grove, Gatley, Cheadle 53 Detached 4 Freehold Previo",SK8 4HS,Detached,4.0,Freehold,9 Oct 2024,610000
"40, Brookhead Drive, Cheadle 18 Semi-Detached 3 Leasehold",SK8 2JA,Detached,3.0,Leasehold,8 Oct 2024,250000
"10, Roseacre Drive, Heald Green, Cheadle 27 Semi-Detached 3 Freehold P",SK8 3UP,Detached,3.0,Freehold,8 Oct 2024,376000
"8, Longsight Lane, Cheadle Hulme, Cheadle 15 Semi-Detached 5 Freehold P",SK8 6PW,Detached,5.0,Freehold,7 Oct 2024,560000
"30, Deane Avenue, Cheadle 18 Semi-Detached 3 Freehold P",SK8 2DW,Detached,3.0,Freehold,7 Oct 2024,313000
"46, Gillbent Road, Cheadle Hulme, Cheadle 15 Semi-Detached 3 Leasehold",SK8 6NB,Detached,3.0,Leasehold,7 Oct 2024,330000
"51, Linksway, Gatley, Cheadle 29 Detached 5 Freehold Previo",SK8 4LA,Detached,5.0,Freehold,4 Oct 2024,660000
"22, Calderbrook Court, Cheadle 10 Flat 1 Leasehold Previous",SK8 5NX,Flat,1.0,Leasehold,4 Oct 2024,132000
"10, Bridgend Close, Cheadle Hulme, Cheadle 9 Semi-Detached 3 Freehold Pr",SK8 5RP,Detached,3.0,Freehold,4 Oct 2024,325000
"8, Viscount Drive, Heald Green, Cheadle 4 Detached 4 Freehold Previou",SK8 3HU,Detached,4.0,Freehold,4 Oct 2024,230000
"79, Gleneagles Road, Heald Green, Cheadle 20 Detached 4 Freehold Previo",SK8 3EN,Detached,4.0,Freehold,4 Oct 2024,575000
"88, Davies Avenue, Heald Green, Cheadle 14 Semi-Detached 3 Leasehold",SK8 3PG,Detached,3.0,Leasehold,4 Oct 2024,294000
"2, Crowland Gardens, Cheadle Hulme, Cheadle Detached Freehold Previous tr",SK8 7QP,Detached,,Freehold,4 Oct 2024,400000
"18, Cornwall Road, Heald Green, Cheadle 14 Semi-Detached 3 Leasehold",SK8 3EE,Detached,3.0,Leasehold,4 Oct 2024,320000
"9, Park Road, Gatley, Cheadle 41 Detached 3 Freehold Previo",SK8 4HP,Detached,3.0,Freehold,3 Oct 2024,502500
"21, Gleneagles Road, Heald Green, Cheadle 14 Detached 3 Leasehold Previ",SK8 3EL,Detached,3.0,Leasehold,3 Oct 2024,355000
"22, Thornfield Grove, Cheadle Hulme, Cheadle 9 Flat 2 Leasehold Previous t",SK8 6AZ,Detached,2.0,Leasehold,3 Oct 2024,384044
"22, Thornfield Grove, Cheadle Hulme, Cheadle 9 Flat 2 Leasehold Previous t",SK8 6AZ,Detached,2.0,Leasehold,3 Oct 2024,165500
"7, 204-210, Wilmslow Road, Heald Green, Cheadle Flat Leasehold Previous trans",SK8 3BH,Flat,,Leasehold,3 Oct 2024,265000
"300, Councillor Lane, Cheadle Hulme, Cheadle 17 Terraced 3 Leasehold Previ",SK8 5PN,Terraced,3.0,Leasehold,2 Oct 2024,300000
"37, Worthington Crescent, Cheadle 17 Semi-Detached 3 Freehold P",SK8 2GJ,Detached,3.0,Freehold,2 Oct 2024,380000
"36, Chedlee Drive, Cheadle Hulme, Cheadle 17 Terraced 3 Freehold Previo",SK8 6SB,Terraced,3.0,Freehold,1 Oct 2024,306800
"15, Dawson Road, Heald Green, Cheadle 20 Semi-Detached 3 Freehold P",SK8 3AE,Detached,3.0,Freehold,1 Oct 2024,430000
"7, Meadway Road, Cheadle Hulme, Cheadle 20 Semi-Detached 3 Freehold P",SK8 5PB,Detached,3.0,Freehold,30 Sep 2024,425000
"10, Oak Gardens, Gatley, Cheadle Semi-Detached Freehold Previo",SK8 4AX,Detached,,Freehold,30 Sep 2024,419950
"5, Sherbourne Close, Cheadle Hulme, Cheadle 11 Semi-Detached 3 Freehold P",SK8 7QN,Detached,3.0,Freehold,30 Sep 2024,315000
"22, Turnpike Crescent, Heald Green, Cheadle Detached Freehold Previous tr",SK8 3XG,Detached,,Freehold,30 Sep 2024,499995
"20, Turnpike Crescent, Heald Green, Cheadle Detached Freehold Previous tr",SK8 3XG,Detached,,Freehold,30 Sep 2024,634995
"4, Abbeydale Close, Cheadle Hulme, Cheadle 20 Terraced 2 Leasehold Previ",SK8 6RD,Terraced,2.0,Leasehold,30 Sep 2024,322000
"27, John Avenue, Cheadle 19 Semi-Detached 5 Freehold P",SK8 1ET,Detached,5.0,Freehold,30 Sep 2024,411550
"24, Turnpike Crescent, Heald Green, Cheadle Detached Freehold Previous tr",SK8 3XG,Detached,,Freehold,30 Sep 2024,504995
